,primary_title,runtime_minutes,genres_x,release_date,production_budget,domestic_gross,worldwide_gross,total_profit,content_rating,directors,actors
144,Parental Guidance,105.0,"Comedy,Family","Dec 25, 2012",25000000,77267296,120832383,95832383,PG,Andy Fickman,"Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott, Kyle Harrison Breitkopf, Joshua Rush, Bailee Madison"
145,The Visit,90.0,"Comedy,Drama,Romance","Sep 11, 2015",5000000,65206105,98677816,93677816,PG-13,M. Night Shyamalan,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie, Kathryn Hahn, Benjamin Kanes, Celia Keenan-Bolger, Samuel Stricklen, Patch Darragh, Jorge Cordova, Steve Annan, Ocean James, Seamus Moroney"
146,Dirty Grandpa,102.0,Comedy,"Jan 22, 2016",11500000,35593113,105078449,93578449,R,Dan Mazer,"Robert De Niro, Zac Efron, Julianne Hough, Aubrey Plaza, Zoey Deutch, Dermot Mulroney, Jason Mantzoukas, Adam Pally, Jeffrey Bowyer-Chapman, Brandon Mychal Smith, Jake Picking, Michael Hudson, Mo Collins, Henry Zebrowski, Danny Glover, Catherine Dyer, Deena Dill, Lane Carlock, Chris Setticase, Eric Goins, Gavin Munn, DeRon Horton, Michael H. Cole, Salley Hooks, Amy Parrish, Eugenia Kuzmina, Joshua Mikel, Warren Steele, Stephanie Astalos-Jones, Chandler Darby, Matthew Cornwell, Shawn Shepard, Michaele Chappell, Blaque Fowler, Nelson Bonilla, Amelia Brain, Wiley Rinaldi, Paul Manzella, Sallye McDougald Hooks"
147,The Nut Job,85.0,"Adventure,Animation,Comedy","Jan 17, 2014",30000000,64251538,122529966,92529966,PG,Peter Lepeniotis,"Will Arnett, Brendan Fraser, Liam Neeson, Katherine Heigl, Stephen Lang, Jeff Dunham, Gabriel Iglesias, Sarah Gadon, Maya Rudolph, James Rankin, Scott Yaphe, Joe Pingue, Annick Obonsawin, Julie Lemieux, Robert Tinkler, James Kee, Scott McCord, Katie Griffin, Psy"
148,This Means War,103.0,"Action,Comedy,Romance","Feb 17, 2012",65000000,54760791,156974557,91974557,PG-13,McG,"Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger, Chelsea Handler, John Paul Ruttan, Abigail Spencer, Angela Bassett, Rosemary Harris, George Touliatos, Clint Carleton, Warren Christie, Leela Savasta, Natassia Malthe, Laura Vandervoort, Dominique Bourassa Brownes, Paul Wu, Daren A. Herbert, Kevin O'Grady, Jesse Reid, Viv Leacock, Jenny Slate, Kasey Ryne Mazak, Kevan Ohtsji, Blaine Patry, Aleks Paunovic, Joey Forfellow, Jakob Davies, Patrick Monroe, Elizabeth Weinstein, Ash Lee, Conrad Coates, Lauren Dowe, Lee Razavi, Affion Crockett, Jennifer Kitchen, Lossen Chambers, John Stewart, Jill Teed, Patrick Sabongui, Graeme Goodhall, Alex Pesusich, Che Pritchard, Louise Hradsky, Kirstyn Konig, Tyrell Witherspoon, Richard O'Sullivan, Jen Oleksiuk, Paul Becker, Allan H. Gray, Daruisz Slowick, Mike Dopud, Klodyne Rodney, Mason Brown, Thomas J. Potter, Desiree Zurowski, Fred Henderson, Mamie Laverock, Gretal Montgomery, Michael Papajohn, Arien Boey, Derek Waters, Mike Johnson, Panou"
149,The Bounty Hunter,110.0,"Action,Comedy,Romance","Mar 19, 2010",45000000,67061228,135808837,90808837,PG-13,Andy Tennant,"Jennifer Aniston, Gerard Butler, Giovanni Perez, Christine Baranski, Jason Sudeikis, Jeff Garlin, Ritchie Coster, Cathy Moriarty, Peter Greene, Joel Marsh Garland, Dorian Missick, Siobhan Fallon Hogan, Carol Kane, Adam Rose, Gio Perez, Jason Kolotouros, Matt Malloy, David Costabile, Mark Budd, Amanda Dutton, Adam LeFevre, Eddie J. Mitchell, Patrick Mitchell, Lou Sumrall, Eric Zuckerman, Lynda Gravatt, Jayne Houdyshell, Mary Testa, Harry Zittel, Charles Techman, Tracy Thorne, Charlie Hewson, Christian Borle, Brooke Allison Stroebele, Wally Dunn, Mike Sheehan, Joel Garland"
150,Zookeeper,102.0,"Comedy,Family,Romance","Jul 8, 2011",80000000,80360866,170805525,90805525,PG,"Frank Coraci, Walt Becker","Kevin James, Rosario Dawson, Ken Jeong, Leslie Bibb, Donnie Wahlberg, Joe Rogan, Nat Faxon, Steffiana De La Cruz, Nick Bakay, Jackie Sandler, Nicholas Turturro, Thomas Gottschalk, Brandon Keener, Robin Bakay, Gary Valentine, Tanner Blaze, Tim Gage, Gino Falsetto, Etienne Deneault, Katrina Begin, Michael Burton, Todd Zeile, Mookie Barker, Tara Giordano, Daniel Guire, Mark DellaGrotte, Ellen Colton, Matthew R. Staley, Barry Bernardi, Juston McKinney, Cher, Adam Sandler, Jon Favreau, Jim Breuer, Faizon Love, Nick Nolte, Maya Rudolph, Don Rickles, Richie Minervini, Sylvester Stallone, Judd Apatow, Bas Rutten"
151,The Monuments Men,118.0,"Comedy,Drama,History","Feb 7, 2014",70000000,78031620,158702748,88702748,PG-13,George Clooney,"George Clooney, Matt Damon, Bill Murray, John Goodman, Jean Dujardin, Bob Balaban, Hugh Bonneville, Cate Blanchett, Dimitri Leonidas, Justus von Dohnányi, Holger Handtke, Michael Hofland, Zahari Baharov, Michael Brandner, Sam Hazeldine, Miles Jupp, Diarmaid Murtagh, Serge Hazanavicius, Emil vonSchoenfels, Luc Feit, Emil von Schönfels, Udo Kroschwald, Aurélia Poirier, Grant Heslov, Matthew Maguire, Mike Dalton, Christian Rodska, Stefan Kolosko, Thomas Wingrich, Oliver Devoti, James Payton, Lucas Tavernier, Oscar Copp, Luciana Castellucci, Declan Mills, Richard Crehan, Corin Stuart, Andre Hinderlich, Maximillian Seidel, Marcel Mols, Matt Rippy, John Dagleish, Andrew Byron, Nicolas Heidrich, Aidan Sharp, Xavier Laurent, Ben-Ryan Davies, Nick Clooney, Joel Basman, Andrew Alexander, Adrian Bouchet, Claudia Geisler, Joe Reynolds, Levi Strasser, Piet Paes, Audrey Marnay, Nora Sagal, Avery June Jones, James Audrey Jones, Alexandre Desplat"
152,Mirror Mirror,106.0,"Adventure,Comedy,Drama","Mar 30, 2012",85000000,64935167,173613482,88613482,PG,Tarsem Singh,"Julia Roberts, Lily Collins, Armie Hammer, Sean Bean, Nathan Lane, Robert Emms, Mare Winningham, Michael Lerner, Jordan Prentice, Mark Povinelli, Joey Gnoffo, Danny Woodburn, Sebastian Saraceno, Ronald Lee Clark, Martin Klebba, Bonnie Bentley, Arthur Holden, Kwasi Songui, Eric Davis, Kathleen Fee, Nadia Verrucci, Adam Butcher, Dawn Ford, Alex Ivanovici, Richard Jutras, Melodie Simard, Kimberly-Sue Murray, Andre Lanthier, Lisa Noto, William Calvert, Nicholas Guest, Frank Welker"
153,Dark Shadows,113.0,"Comedy,Fantasy,Horror","May 11, 2012",150000000,79727149,238202668,88202668,PG-13,Tim Burton,"Johnny Depp, Helena Bonham Carter, Chloë Grace Moretz, Eva Green, Gulliver McGrath, Bella Heathcote, Ray Shirley, Thomas McDonell, Jackie Earle Haley, Jonny Lee Miller, Gully McGrath, Michelle Pfeiffer, Christopher Lee, Alice Cooper, Ivan Kaye, Justin Tracy, Susanna Cappellaro, Josephine Butler, William Hope, Shane Rimmer, Michael J. Shannon, Harry Taylor, Glen Mexted, Guy Flanagan, Nigel Whitmey, Philip Bulcock, Sophie Kennedy Clark, Hannah Murray, Victoria Bewick, Sean Mahon, Alexia Osborne, Richard Hollis, Felicity Brangan, Michael Anthony Brown, Charlotte Spencer, Gabriel Freilich, Thomas Grube, Jeff Mash, Raffey Cassidy, Jonathan Frid, Kathryn Leigh Scott, Lara Parker, David Selby, Janine Craig, Adelle Young, Dominica Van Santen, Josephine McGrail"
154,Philomena,98.0,"Biography,Comedy,Drama","Nov 22, 2013",12000000,37709979,98963392,86963392,PG-13,Stephen Frears,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Anna Maxwell Martin, Ruth McCabe, Barbara Jefford, Mare Winningham, Michelle Fairley, Peter Hermann, Kate Fleetwood, Sean Mahon, Wunmi Mosaku, Amy McCallister, Charlie Murphy, Charissa Shearer, Rachel Wilcock, Rita Hamill, Tadhg Bowen, Saoirse Bowen, Harrison D'Ampney, DJ McGrath, Simone Lahbib, Sara Stewart, Gary Lilburn, Charles Edwards, Nicholas Jones, Paris Arrowsmith, Marie Jones, Frankie McCafferty, Vaughn Joseph, Shug Fisher, I. King Jordan, Amber Batty, Martin Glyn Murray, Elliot Levey, Florence Keith-Roach, George Michael Rados, Nika McGuigan"
155,Sex Tape,94.0,"Comedy,Romance","Jul 18, 2014",40000000,38543473,126069509,86069509,R,Jake Kasdan,"Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper, Rob Lowe, Nat Faxon, Nancy Lenehan, Giselle Eisenberg, Harrison Holzer, Sebastian Hedges Thomas, Timothy Brennen, Krisztina Koltai, Randall Park, Joe Stapleton, James Wilcox, Melissa Paulo, Erin Brehm, Kumail Nanjiani, Artemis Pebdani, Jolene Blalock, Melvin Brown, Osmani Rodriguez, Samil Battenfeld, Dave Allen, Celeste Oliva"
156,American Made,115.0,"Action,Biography,Comedy","Sep 29, 2017",50000000,51342000,135569212,85569212,R,Doug Liman,"Tom Cruise, Domhnall Gleeson, Sarah Wright, Jesse Plemons, Caleb Landry Jones, Jayma Mays, Lola Kirke, Alejandro Edda, Alejandro Edda, Benito Martinez, E. Roger Mitchell, Jed Rees, Fredy Yate Escobar, Fredy Yate Escobar, Mauricio Mejía, Mauricio Mejía, Robert P. Farrior, Morgan Hinkleman, Morgan Hinkleman, Alberto Ospino, Alberto Ospino, Filipe Bernedette, Filipe Bernedette, Daniel Lugo, Jayson Warner Smith, William Mark McCullough, William Mark McCullough, April Billingsley, Lauren Boyd, Lauren Revard, Lauren Revard, Marcus Hester, Mike Pniewski, Frank Licari, Frank Licari, Alex Collins, Alex Collins, Scott Poythress, Connor Trinneer, Alpha Trivette, Kevin L. Johnson, Kevin L. Johnson, Devere Jehl, Emilio Sierra, Emilio Sierra, Leon Lamar, Tony Guerrero, Tony Guerrero, Maria Howell, Darla Delgado, Darla Delgado, Justice Leak, Robert Pralgo, Mickey Sumner, Daniel Thomas May, Daniel May, Chloe Swan Sparwath, Chloe Swan Sparwath, Alex Quarles, Alex Quarles, Trip McCarthy, Trip McCarthy, Zachary Powell, Zachary Powell, Byron Diaz, Byron Diaz, Byron Wigfall, Byron Wigfall, Carlos López, Jairo Ordoñez, Jairo Ordoñez, Jeffrey Olsen, Stephen Conroy, Juan Esteban Ramirez Toro, Juan Esteban Ramirez Toro, Robert Farrior, Kayla Perkins, Dr. Sharon Morris May, Steve Coulter, Robert Lloyd Moore, Inder Kumar, Patti Schellhaas, Juan Gaspard"
157,Bride Wars,90.0,Comedy,"Jan 9, 2009",30000000,58715510,115150424,85150424,PG,Gary Winick,"Kate Hudson, Anne Hathaway, Bryan Greenberg, Chris Pratt, Steve Howey, Michael Arden, Victor Slezak, Candice Bergen, John Pankow, Kelly Coffield Park, Casey Wilson, June Diane Raphael, Kristen Johnston, Zoe O'Grady"
158,Warm Bodies,98.0,"Comedy,Horror,Romance","Feb 1, 2013",30000000,66380662,115121608,85121608,PG-13,Jonathan Levine,"Nicholas Hoult, Teresa Palmer, Rob Corddry, John Malkovich, Dave Franco, Analeigh Tipton, Cory Hardrict, Daniel Rindress Kay, Vincent Leclerc, Clifford LeDuc-Vaillancourt, Billie Calmeau, Adam Driscoll, Chris Cavener, Jonathan Dubsky, Alec Bourgeois, Robert Reynolds, Felix Bergeron, Josee Laviolette, Zavier Vaillancourt, John Topor, Aaron Janke, Ayisha Issa, Chimwemwe Dave Miller, Christine ""Lady Lighting"" Rodriguez, Serge Cambronne, Debbie Wong, Quinn O'Neil, Bineyam Girma, Brent Skagford, Arthur Holden, Raphael Grosz-Harvey, Christian Paul"
159,Last Vegas,105.0,"Comedy,Drama","Jan 28, 2013",28000000,63914167,112914167,84914167,PG-13,Jon Turteltaub,"Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline, Mary Steenburgen, Jerry Ferrara, Romany Malco, Roger Bart, Joanna Gleason, Michael Ealy, Bre Blair, April Billingsley, Stephen Scott Scarpulla, Andrea Moore, Noah Harden, R.J. Fattori, Aaron Bantum, Phillip Wampler, Olivia Stuck, Karen Ceesay, Ashley Rae Spillers, Lisa Young Robinson, Edward Edwards, Ray Abruzzo, Elliott Street, Weronika Rosati, 50 Cent, Redfoo, David Ekott, Andrew Furr, Michael Beasley, Ric Reitz, Michael Farris, Savannah Leigh Bergeron, Richard Mooney, Janay Oakland, Diana Boyle, Christie George, Kelly O'Neal, Garrett Hines, Jena Sims, Nicci Faires, Autumn Dial, Polly Craig, Dane Davenport, Maria Malcom, Natalia Harris, Murray Nicholson, Louis Fox, Mimi Gould, Dan Hewitt Owens, Matt Bauer, Doug Kaye, Susan Shalhoub Larkin, Michael D. Cohen"
160,Ride Along 2,102.0,"Action,Comedy,Crime","Jan 15, 2016",40000000,90862685,124827316,84827316,PG-13,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter, Ken Jeong, Olivia Munn, Benjamin Bratt, Bruce McGill, Michael Rose, Sherri Shepherd, Arturo Del Puerto, T.I., Eric Lee Goins, Carlos Gomez, Utkarsh Ambudkar, Glen Powell, Nadine Velazquez, Bresha Webb, Jessica Bialick, Michelle Pieroway, Shelby Courtney, James Martin Kelly, Robert Pralgo, Tyrese Gibson, Ricky Russert, Christopher Johnson, David Porras, Derek Carver, Shamea Morton, Jay Amor, Peter Parente, Rey Hernandez, Isabella Fleetwood, Rachel Faulkner, Elizabeth Godwin, Yolanda Adams, Jennifer Badger, Christina De Leon, Ana Ayora, Ace Marrero, Andrew Ortega, Junes Zahdi, Elizabeth Ramos, Jeremy Wayne Carley, Freddie Poole, Josh Diogo, Donny Carrington, Jabari Simba, Henry Kingi, Christopher Lennertz, Bruce Tanis, Rebecca Olejniczak, Devanny Pinn"
161,Blended,117.0,"Comedy,Romance","May 23, 2014",45000000,46290741,127990741,82990741,PG-13,Frank Coraci,"Adam Sandler, Drew Barrymore, Joel McHale, Kevin Nealon, Wendi McLendon-Covey, Kyle Red Silverstein, Shaquille O'Neal, Dan Patrick, Bella Thorne, Terry Crews, Braxton Beckham, Jessica Lowe, Alyvia Alyn Lind, Emma Fuhrmann, Lauren Lapkus, Abdoulaye N'Gom, Zak Henri, Jackie Sandler, Sunny Sandler, Sadie Sandler, Judith Sandler, Alexis Arquette, Katheryn Cain, Susan Yeagley, Aimee Goldsmith, Mary Pat Gleason, Dale Steyn, Allen Covert, Tim Herlihy, Jared Sandler, Chris April, Vivian Shabalala, Zenzozenkosi Dubazane, Albert Mhlongo, Josette Eales, Anna Colwell, Marissa Raisor, Ashley Pike, Casey Luckey, Jonathan Loughran, Chris Titone, Rob Moran, Michael Buscemi, Max Karz, Jackie Goldston, Joey Karz, Dylan Karz, Simon Sibonelo Vilakazi, Gregg Bright, Hannah Covert, Abigail Covert, Nikki Walker, Cullen Deuce Tonry, Dambuza Mdledle, Zwelithin Mathebula, Ishmael Kakasa, Isaac Kakasa, Mikayla Park, J.D. Donaruma, Robert Harvey, Bill Romanowski"
162,The Butterfly Effect,85.0,"Comedy,Crime,Drama","Jan 23, 2004",13000000,57924679,95638592,82638592,R,"Eric Bress, J. Mackye Gruber","Ashton Kutcher, Amy Smart, Melora Walters, Ethan Suplee, Elden Henson, William Lee Scott, Eric Stoltz, John Patrick Amedori, Irene Gorovaia, Kevin G. Schmidt, Jesse James, Logan Lerman, Sarah Widdows, Callum Keith Rennie, Jake Kaese, Cameron Bright, Lorena Gale, Nathaniel DeVeaux, John Tierney, Kendall Cross, John B. Lowe, Camille Sullivan, Tara Wilson, Jesse Hutch, Jacqueline Stewart, Grant Thompson, Andrew Olcott, Sadie Lawrence, Bill Croft, Glenn Richards, Sam Easton, Daniel Spink, Douglas H. Arthurs, Kevin Durand, Paul Lazenby, June B. Wilde, Kimani Ray Smith, Trevor Jones, Colby Chartrand, Shelly Schiavoni, Brandy Heidrick, Chapelle Jaffe, Scott Swanson, Kevan Ohtsji, Melanie Hall, Amy Esterle, David Cook (XXII), Magda Apanowicz, Gary Little, J. Jackson Kocela"
163,The Upside,126.0,"Comedy,Drama","Jan 11, 2019",37500000,108235497,119024536,81524536,PG-13,Neil Burger,"Bryan Cranston, Kevin Hart, Nicole Kidman, Julianna Margulies, Aja Naomi King, Tate Donovan"
164,The Pirates! Band of Misfits,88.0,"Adventure,Animation,Comedy","Apr 27, 2012",55000000,31051126,136143605,81143605,PG,"Peter Lord, Jeff Newitt","Hugh Grant, Brendan Gleeson, Martin Freeman, David Tennant, Brian Blessed, Jeremy Piven, Salma Hayek, Lenny Henry, Anton Yelchin, Ashley Jensen, Al Roker, Mike Cooper, David Schneider, Tom Doggart, Sophie Jerrold, Sophie Laughton, Peter Lord, Kayvan Novak, David Schaal, Ben Whitehead, Gavin Greenaway, Imelda Staunton"
165,Book Club,104.0,"Comedy,Drama,Romance","May 18, 2018",10000000,68566296,91113683,81113683,PG-13,,"Diane Keaton, Jane Fonda, Candice Bergen, Mary Steenburgen, Craig T. Nelson, Alicia Silverstone, Andy Garcia, Don Johnson, Ed Begley Jr., Richard Dreyfuss"
166,The Second Best Exotic Marigold Hotel,122.0,"Comedy,Drama","Mar 6, 2015",10000000,33078266,90384306,80384306,PG,John Madden,"Judi Dench, Maggie Smith, Bill Nighy, Dev Patel, Celia Imrie, Ronald Pickup, Penelope Wilton, Richard Gere, Tamsin Greig, David Strathairn, Tina Desai, Diana Hardcastle, Lillete Dubey, Subhrajyoti Barat, Fiona Mollison, Zachary Coffin, Jayesh V. Kardak, Shazad Latif"
167,Game Night,100.0,"Action,Comedy,Crime","Feb 23, 2018",37000000,69179066,117378084,80378084,R,"Jonathan M. Goldstein, John Francis Daley","Jason Bateman, Rachel McAdams, Sharon Horgan, Kyle Chandler, Billy Magnussen, Lamorne Morris, Kylie Bunbury, Jesse Plemons, Danny Huston, Chelsea Peretti, Michael C. Hall, Camille Chen, Zerrick Deion Williams, Joshua Mikel, R.F. Daley, John Francis Daley, Michael Cyril Creighton, Brooke Jaye Taylor, Jonathan Goldstein, Charlotte Hazzard, Chad Lail, Loren Schaffer, Kabby Borders, Kelly Johns, Steve Witting, Andrew Benator, Malcolm Hughes, Jessica Clair Lee, OLIVIA"
168,Saving Mr. Banks,125.0,"Biography,Comedy,Drama","Dec 13, 2013",35000000,83299761,114962525,79962525,PG-13,John Lee Hancock,"Emma Thompson, Tom Hanks, Colin Farrell, Bradley Whitford, Paul Giamatti, Jason Schwartzman, B.J. Novak, Ruth Wilson, Annie Rose Buckley, Rachel Griffiths, Kathy Baker"
169,Why Him?,111.0,Comedy,"Dec 23, 2016",38000000,60323786,117425156,79425156,R,John Hamburg,"Bryan Cranston, James Franco, Zoey Deutch, Megan Mullally, Cedric the Entertainer, Keegan-Michael Key, Griffin Gluck, Andrew Rannells, Adam DeVine, Zack Pearlman"
170,A Simple Favor,117.0,"Comedy,Crime,Drama","Sep 14, 2018",20000000,53548586,97628717,77628717,R,Paul Feig,"Anna Kendrick, Blake Lively, Henry Golding, Eric Johnson, Jean Smart, Sarah Baker, Gia Sandhu, Kelly McCormack, Glenda Braganza, Linda Cardellini, Andrew Rannells, Rupert Friend, Joshua Satine"
171,About Time,123.0,"Comedy,Drama,Fantasy","Nov 1, 2013",12000000,15323921,89309178,77309178,R,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Tom Hughes, Margot Robbie, Lydia Wilson, Lindsay Duncan, Tom Hollander, Vanessa Kirby, Joshua McGuire, Richard Cordery, Will Merrick (II), Clemmie Dugdale, Harry Hadden-Paton, Mitchell Mullen, Lisa Eichhorn, Jenny Rainsford, Natasha Powell, Mark Healy, Ben Benson, Philip Voss, Tom Godwin, Pal Aron, Catherine Steadman, Andrew Martin Yates, Verity Fullerton, Veronica Owings, Olivia Konten, Sarah Steinberg Heller, Jaiden, Dervish, Jacob Francis, Jago Freud, Ollie Phillips, Sophie Pond, Sophie Brown, Molly Seymour, Matilda Sturridge, Tom Stourton, Rebecca Chew, Jon West, Graham Richard Howgego, Kerrie Liane Studholme, Ken Hazeldine, Barbar Gough, Jon Boden, Charlie Curtis, Andy Brown"
172,Tammy,97.0,"Comedy,Romance","Jul 2, 2014",20000000,84525432,96407655,76407655,R,Ben Falcone,"Melissa McCarthy, Susan Sarandon, Kathy Bates, Mark Duplass, Dan Aykroyd, Sandra Oh, Gary Cole, Toni Collette, Allison Janney, Nat Faxon, Ben Falcone, Sarah Baker, Rich Williams, Steve Little, Dakota Lee, Mark L. Young, Mia Rose Frampton, Steve Mallory, Big Al Hall, Jones Smith, Joe Baxter, Benjamin Chontos, Sean Gould, Oscar Gale, Keith Welborn, Justin Smith, Willie Hill, Zach Hanner, Jason Vail, Leon Lamar, Larry Dorf, Ricky Muse, Barbara Weetman, William Flaman, Rey Hernandez, Penn Holderness, Michelle Li, Raven Angeline Whisnant, Damon Jones, Sandy McCarthy, Margo Passas"
173,Annie,,"Comedy,Musical","Dec 19, 2014",65000000,85911262,139829625,74829625,G,John Huston,"Albert Finney, Carol Burnett, Aileen Quinn, Bernadette Peters, Tim Curry, Geoffrey Holder, Roger Minami, Toni Ann Gisondi, Rosanne Sorrentino, Lara Berk, April Lerman, Lucie Stewart, Robin Ignico, Edward Herrmann, Lois De Banzie, Peter Marshall, Murphy Cross, Nancy Sinclair, I.M. Hobson, Lu Leonard, Sandy, Mavis Ray, Pam Blair, Colleen Zenk Pinter, Victor Griffin, Loni Ackerman, Jerome Collamore, Jon Richards, Wayne Cilento, Ken Swofford, Larry Hankin, Shawnee Smith, Irving Metzman, Angela Martin, Amanda Peterson, Cherie Michan, Kurtis Epper Sanders, Ann Reinking, Lois DeBanzie, Robert Guerra"
174,Annie,,"Comedy,Musical","Dec 19, 2014",65000000,85911262,139829625,74829625,PG,Will Gluck,"Jamie Foxx, Rose Byrne, Bobby Cannavale, Cameron Diaz, Adewale Akinnuoye-Agbaje, David Zayas, Zoe Margaret Colletti, Nicolette Pierini, Eden Duncan-Smith, Amanda Troya, Dorian Missick, Tracie Thoms, Mike Birbiglia, Quvenzhane Wallis, Stephanie Kurtzuba, Peter Van Wagner, Ray Iannicelli, Michael J. Fox, Jill Nicolini, Raushanna Simmons, Brad Bong, Andrew Fleming, Ty Jones, Jessica Sherr, Donnamarie Recco, Víctor Cruz, Mimi Bessette, Ryan DeLuca, Danny Flaherty, Gordon Joseph Weiss, Patricia Clarkson, Brendan Burke, Allison Jean White, Sia, Taryn Gluck, Alexandra Gluck, Derrick Baskin, Pernell Walker, Lannon Killea, Molly Prather, Bobby Moynihan, Mila Kunis, Ashton Kutcher, Rihanna, Scarlett Benchley, Pat Kiernan, Beth Rowe, Lytle Harper, Brittany Connors, Aldous Davidson, Lance Kerfuffle, Kevin Cannon, J. Kaitlin Becker, Alan Purwin, Ben Skorstad, Gia Henderson, Mark Whitfield, Matthew Rush Sullivan, Sade DeMorcy, Brittany Parks, Emma Wetzel, Hannah Green, Joseph Mancini, Alex Rubiano, Eliza David, Tymell Hubbard, Josh Price, Sofia Rubino"
175,My Big Fat Greek Wedding 2,94.0,"Comedy,Romance","Mar 25, 2016",18000000,59689605,92096558,74096558,PG-13,Kirk Jones,"Nia Vardalos, John Corbett, Louis Mandylor, Rita Wilson, Mark Margolis, John Stamos, Lainie Kazan, Andrea Martin, Gia Carides, Ian Gomez, Rob Riggle, Elena Kampouris, Michael Constantine, Joey Fatone, Alex Wolff, Bess Meisler, Bruce Gray, Fiona  Reid, Jayne Eastwood, Jeanie Calleja, Michael Sofos, Stavroula Logothettis, Leonidas Castrounis, Peter Tharos, Harper Gunn, Hershel Blatt, Kathryn Greenwood, Teresa Pavlinek, Aniela Kurylo, Sam Moses, Roger Wong, Alec Stockwell, Gerry Mendicino, Kathryn Haggis, Kolton Stewart, Ethan Pugiotto, Fr. Theodore Paraskevopoulos, Ashleigh Rains, Chrissy Paraskevopoulos, Maria Vacratsis, Jeff White, Julia Gartha, Constantine Vardalos, Lauren Saarimaki"
